id,query_string,repository_id,repository_url,project_url,version,type,title,description,language,doi,upload_date,download_date,download_repository_folder,download_project_folder,download_version_folder,download_method
18,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/908,,QDA_PROJECT,Early Childhood Development Census 2021,,,https://doi.org/10.25828/KBNX-MA29,2021,2026-04-17T21:11:15.983645+00:00,sada,908,,SCRAPING
19,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/231,,QDA_PROJECT,Living Conditions Survey 2008-2009,,,https://doi.org/10.25828/y3qr-2393,2008,2026-04-17T21:11:29.696668+00:00,sada,231,,SCRAPING
20,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/488,,QDA_PROJECT,South African Social Attitudes Survey 2008,,,,2008,2026-04-17T21:11:42.544999+00:00,sada,488,,SCRAPING
21,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/266,,QDA_PROJECT,"Cape Area Panel Study 2002-2009, Waves 1-5",,,https://doi.org/10.25828/yjm7-ap38,2002,2026-04-17T21:11:55.626389+00:00,sada,266,,SCRAPING
22,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/608,,QDA_PROJECT,Living Conditions Survey 2014-2015,,,https://doi.org/10.25828/9229-xz60,2014,2026-04-17T21:12:20.394893+00:00,sada,608,,SCRAPING
23,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/885,,QDA_PROJECT,"Ghana Socioeconomic Panel Survey 2018-2019, Wave 3",,,,2018,2026-04-17T21:12:29.402637+00:00,sada,885,,SCRAPING
24,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/947,,QDA_PROJECT,Thrive by Five Index and ECD Baseline Audit 2021,,,https://doi.org/10.25828/d0zx-6k11,2021,2026-04-17T21:12:39.704540+00:00,sada,947,,SCRAPING
25,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/962,,QDA_PROJECT,"ELOM and Thrive by Five Index 2016-2023, Merged Data",,,https://doi.org/10.25828/m8hh-t883,2016,2026-04-17T21:12:54.078691+00:00,sada,962,,SCRAPING
26,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/328,,QDA_PROJECT,South African Social Attitudes Survey 2006,,,,2006,2026-04-17T21:13:08.884791+00:00,sada,328,,SCRAPING
27,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/509,,QDA_PROJECT,All Media and Products Survey 2012,,,https://doi.org/10.25828/7756-k204,2012,2026-04-17T21:13:17.782843+00:00,sada,509,,SCRAPING
28,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/508,,QDA_PROJECT,All Media and Products Survey 2011,,,https://doi.org/10.25828/rbg9-br68,2011,2026-04-17T21:13:35.648282+00:00,sada,508,,SCRAPING
29,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/754,,QDA_PROJECT,All Media and Products Survey 2015,,,https://doi.org/10.25828/rgqe-x897,2015,2026-04-17T21:13:52.838737+00:00,sada,754,,SCRAPING
30,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/626,,QDA_PROJECT,All Media and Products Survey 2014,,,https://doi.org/10.25828/avek-e080,2014,2026-04-17T21:14:04.624286+00:00,sada,626,,SCRAPING
31,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/531,,QDA_PROJECT,All Media and Products Survey 2013,,,https://doi.org/10.25828/sy4j-r912,2013,2026-04-17T21:14:15.358003+00:00,sada,531,,SCRAPING
32,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/512,,QDA_PROJECT,Zambia Governance Project 1993-1996,,,https://doi.org/10.25828/350k-7059,1993,2026-04-17T21:14:32.955880+00:00,sada,512,,SCRAPING
33,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/567,,QDA_PROJECT,South African Social Attitudes Survey 2012,,,,2012,2026-04-17T21:14:46.797910+00:00,sada,567,,SCRAPING
34,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/491,,QDA_PROJECT,South African Social Attitudes Survey 2011,,,,2011,2026-04-17T21:15:00.734637+00:00,sada,491,,SCRAPING
35,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/489,,QDA_PROJECT,South African Social Attitudes Survey 2009,,,,2009,2026-04-17T21:15:13.992846+00:00,sada,489,,SCRAPING
36,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/487,,QDA_PROJECT,South African Social Attitudes Survey 2007,,,,2007,2026-04-17T21:15:27.241849+00:00,sada,487,,SCRAPING
37,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/298,,QDA_PROJECT,Cape Area Study 2005,,,https://doi.org/10.25828/j1fr-c905,2005,2026-04-17T21:15:39.513303+00:00,sada,298,,SCRAPING
38,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/326,,QDA_PROJECT,South African Social Attitudes Survey 2004,,,,2004,2026-04-17T21:15:53.649410+00:00,sada,326,,SCRAPING
39,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/327,,QDA_PROJECT,South African Social Attitudes Survey 2005,,,,2005,2026-04-17T21:16:02.738292+00:00,sada,327,,SCRAPING
40,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/325,,QDA_PROJECT,South African Social Attitudes Survey 2003,,,,2003,2026-04-17T21:16:11.662204+00:00,sada,325,,SCRAPING
41,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/309,,QDA_PROJECT,Omnibus Survey 1996,,,https://doi.org/10.25828/tbee-yk69,1996,2026-04-17T21:16:20.487998+00:00,sada,309,,SCRAPING
42,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/307,,QDA_PROJECT,"Omnibus Survey 1995, Round 1",,,https://doi.org/10.25828/bfkr-5432,1995,2026-04-17T21:16:28.866840+00:00,sada,307,,SCRAPING
43,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/308,,QDA_PROJECT,"Omnibus Survey 1995, Round 2",,,https://doi.org/10.25828/ctet-ke06,1995,2026-04-17T21:16:41.184020+00:00,sada,308,,SCRAPING
44,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/306,,QDA_PROJECT,Omnibus Survey 1994,,,https://doi.org/10.25828/df7k-q915,1994,2026-04-17T21:16:49.746517+00:00,sada,306,,SCRAPING
45,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/284,,QDA_PROJECT,Launching Democracy 1993-1994,,,,1993,2026-04-17T21:16:57.921502+00:00,sada,284,,SCRAPING
46,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/305,,QDA_PROJECT,Omnibus Survey 1993,,,https://doi.org/10.25828/v324-7643,1993,2026-04-17T21:17:06.392277+00:00,sada,305,,SCRAPING
47,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/504,,QDA_PROJECT,Demographic and Health Survey 1987 South Africa,,,https://doi.org/10.25828/090x-7e53,1987,2026-04-17T21:17:14.151428+00:00,sada,504,,SCRAPING
48,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/270,,QDA_PROJECT,"Intergroup Relations, Political Opinions 1983",,,https://doi.org/10.25828/w9ax-ef86,1983,2026-04-17T21:17:26.604583+00:00,sada,270,,SCRAPING
49,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/290,,QDA_PROJECT,Migration in South Africa 2001-2002,,,https://doi.org/10.25828/td2j-qr73,2001,2026-04-17T21:17:41.265972+00:00,sada,290,,SCRAPING
50,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/254,,QDA_PROJECT,"HIV Infection/AIDS-Related Knowledge, Attitudes and Practices 1993",,,https://doi.org/10.25828/qzh8-5857,1993,2026-04-17T21:17:55.710158+00:00,sada,254,,SCRAPING
51,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/725,,QDA_PROJECT,Khayelitsha Rodent Study 2017-2018,,,https://doi.org/10.25828/69TD-0531,2017,2026-04-17T21:18:03.194065+00:00,sada,725,,SCRAPING
52,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/804,,QDA_PROJECT,Aspects of Group Relations 1984,,,,1984,2026-04-17T21:18:11.387295+00:00,sada,804,,SCRAPING
53,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/288,,QDA_PROJECT,Mesebetsi Labour Force Survey 1999-2000,,,https://doi.org/10.25828/xeea-g821,1999,2026-04-17T21:18:20.220396+00:00,sada,288,,SCRAPING
54,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/670,,QDA_PROJECT,Survey of Socioeconomic Opportunity and Achievement 1991-1994,,,https://doi.org/10.25828/kcx2-kn30,1991,2026-04-17T21:18:33.604888+00:00,sada,670,,SCRAPING
55,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/833,,QDA_PROJECT,"Sustainable Cities Survey, Maputo 2019",,,https://doi.org/10.25828/acd7-7q30,2019,2026-04-17T21:18:44.785548+00:00,sada,833,,SCRAPING
56,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/1090,,QDA_PROJECT,Mzantsi Wakho 2014-2018,,,https://doi.org/10.25828/tzc0-sm18,2014,2026-04-17T21:18:57.946407+00:00,sada,1090,,SCRAPING
57,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/832,,QDA_PROJECT,"Sustainable Cities Survey, Luanda 2018",,,https://doi.org/10.25828/ed1q-2q89,2018,2026-04-17T21:19:10.474687+00:00,sada,832,,SCRAPING
58,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/269,,QDA_PROJECT,Infrastructure Delivery in South Africa 1998,,,https://doi.org/10.25828/h18p-8v81,1998,2026-04-17T21:19:23.200715+00:00,sada,269,,SCRAPING
59,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/262,,QDA_PROJECT,Income and Expenditure Survey 1990,,,https://doi.org/10.25828/jznt-0c26,1990,2026-04-17T21:19:35.370819+00:00,sada,262,,SCRAPING
60,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/1019,,QDA_PROJECT,Early Grade Reading Study I 2015-2021 Waves 1-5 Merged,,,https://doi.org/10.25828/qwx3-4m77,2015,2026-04-17T21:19:48.838612+00:00,sada,1019,,SCRAPING
61,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/1020,,QDA_PROJECT,Early Grade Reading Study I 2015-2021 Secure Data Waves 1-5 Merged,,,,2015,2026-04-17T21:20:01.811379+00:00,sada,1020,,SCRAPING
62,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/820,,QDA_PROJECT,Project for Statistics on Living Standards and Development 1993 Merged,,,https://doi.org/10.25828/rgzn-x098,1993,2026-04-17T21:20:12.084455+00:00,sada,820,,SCRAPING
63,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/761,,QDA_PROJECT,SAPRIN Individual Demographic Dataset 2018,,,http://doi.org/10.23667/SAPRIN.SIDD2018,2018,2026-04-17T21:20:21.274559+00:00,sada,761,,SCRAPING
64,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/601,,QDA_PROJECT,Neglected Issues Relating to Niger Health Systems 2013-2014,,,https://doi.org/10.25828/c8hm-0g81,2013,2026-04-17T21:20:29.226487+00:00,sada,601,,SCRAPING
65,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/5,,QDA_PROJECT,Project for Statistics on Living Standards and Development 1993,,,https://doi.org/10.25828/7247-6w78,1993,2026-04-17T21:20:40.253097+00:00,sada,5,,SCRAPING
66,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/143,,QDA_PROJECT,Afrobarometer Survey 2005-2006 Merged 18 Country,,,https://doi.org/10.25828/q2cx-1p62,2005,2026-04-17T21:20:55.706361+00:00,sada,143,,SCRAPING
67,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/142,,QDA_PROJECT,Afrobarometer Survey 2002-2004 Merged 16 Country,,,https://doi.org/10.25828/9fy7-0562,2002,2026-04-17T21:21:09.024995+00:00,sada,142,,SCRAPING
68,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/140,,QDA_PROJECT,Afrobarometer Survey 1 1999-2000 Merged 7 Country,,,https://doi.org/10.25828/kajh-dn43,1999,2026-04-17T21:21:21.665763+00:00,sada,140,,SCRAPING
69,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/141,,QDA_PROJECT,Afrobarometer Survey 1999-2001 Merged 12 Country,,,https://doi.org/10.25828/6c4h-8q35,1999,2026-04-17T21:21:35.002285+00:00,sada,141,,SCRAPING
70,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/906,,QDA_PROJECT,ALPHA HIV Incidence and Mortality data uMkhanyakude 2000-2016,,,,2000,2026-04-17T21:21:47.266298+00:00,sada,906,,SCRAPING
71,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/253,,QDA_PROJECT,South African Census 1991,,,https://doi.org/10.25828/hsh2-9x72,1991,2026-04-17T21:21:58.213015+00:00,sada,253,,SCRAPING
72,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/816,,QDA_PROJECT,SAPRIN Individual Surveillance Episodes Dataset 2020,,,http://doi.org/10.23667/SAPRIN.SISEBD2020,2020,2026-04-17T21:22:10.682045+00:00,sada,816,,SCRAPING
73,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/271,,QDA_PROJECT,Internal Migration in South Africa 1999-2000,,,https://doi.org/10.25828/dnz7-k842,1999,2026-04-17T21:22:19.059811+00:00,sada,271,,SCRAPING
74,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/845,,QDA_PROJECT,Hungry Cities Partnership Survey Windhoek 2016-2019,,,https://doi.org/10.25828/34j4-qb67,2016,2026-04-17T21:22:32.305986+00:00,sada,845,,SCRAPING
75,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/603,,QDA_PROJECT,"Comparative National Elections Project, South Africa 2015",,,https://doi.org/10.25828/fb7s-zj78,2015,2026-04-17T21:22:46.213178+00:00,sada,603,,SCRAPING
76,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/606,,QDA_PROJECT,"Comparative National Elections Project, South Africa 2009",,,https://doi.org/10.25828/hd4s-0s34,2009,2026-04-17T21:22:59.090302+00:00,sada,606,,SCRAPING
77,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/314,,QDA_PROJECT,Survey of Truth and Reconciliation in South Africa 2000-2001,,,https://doi.org/10.25828/7wrp-3281,2000,2026-04-17T21:23:07.990767+00:00,sada,314,,SCRAPING
78,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/843,,QDA_PROJECT,Hungry Cities Partnership Survey Nairobi 2016-2019,,,https://doi.org/10.25828/dw66-w410,2016,2026-04-17T21:23:21.819827+00:00,sada,843,,SCRAPING
79,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/712,,QDA_PROJECT,"National Income Dynamics Study 2017, Wave 5",,,https://doi.org/10.25828/fw3h-v708,2017,2026-04-17T21:23:33.166303+00:00,sada,712,,SCRAPING
80,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/842,,QDA_PROJECT,"Hungry Cities Partnership Survey Maputo, 2014-2017",,,https://doi.org/10.25828/3gfe-5412,2014,2026-04-17T21:23:48.203919+00:00,sada,842,,SCRAPING
81,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/844,,QDA_PROJECT,Hungry Cities Partnership Survey Cape Town 2013-2017,,,https://doi.org/10.25828/9pn8-5b51,2013,2026-04-17T21:23:58.108388+00:00,sada,844,,SCRAPING
82,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/757,,QDA_PROJECT,Domestic Electrical Load Survey Secure Data 1994-2014,,,,1994,2026-04-17T21:24:07.964099+00:00,sada,757,,SCRAPING
83,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/618,,QDA_PROJECT,Zambia Finscope 2009,,,https://doi.org/10.25828/0sh5-cs81,2009,2026-04-17T21:24:16.823726+00:00,sada,618,,SCRAPING
84,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/93,,QDA_PROJECT,"Kwazulu-Natal Income Dynamics Study 1993-1998, Waves 1-2",,,https://doi.org/10.25828/mqh7-e378,1993,2026-04-17T21:24:26.308743+00:00,sada,93,,SCRAPING
85,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/4,,QDA_PROJECT,Khayelitsha Mitchell's Plain Survey 2000,,,https://doi.org/10.25828/6hsm-5v93,2000,2026-04-17T21:24:39.776110+00:00,sada,4,,SCRAPING
86,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/144,,QDA_PROJECT,Afrobarometer Survey 2008 Merged 20 Country,,,https://doi.org/10.25828/9ksg-gt58,2008,2026-04-17T21:24:53.573812+00:00,sada,144,,SCRAPING
87,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/315,,QDA_PROJECT,Manpower Survey 1965-1994,,,https://doi.org/10.25828/0wkh-sn59,1965,2026-04-17T21:25:06.337195+00:00,sada,315,,SCRAPING
88,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/808,,QDA_PROJECT,Afrobarometer Survey 2016-2018 Merged 34 Country,,,https://doi.org/10.25828/7ees-0959,2016,2026-04-17T21:25:18.584674+00:00,sada,808,,SCRAPING
89,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/692,,QDA_PROJECT,Afrobarometer Survey 2014-2015 Merged 36 Country,,,https://doi.org/10.25828/zy79-z053,2014,2026-04-17T21:25:27.525294+00:00,sada,692,,SCRAPING
90,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/540,,QDA_PROJECT,Afrobarometer Survey 2011-2013 Merged 34 Country,,,https://doi.org/10.25828/vz8c-af95,2011,2026-04-17T21:25:36.305402+00:00,sada,540,,SCRAPING
91,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/991,,QDA_PROJECT,"Afrobarometer Survey 2019-2021, Merged 34 Country",,,https://doi.org/10.25828/8bed-8j07,2019,2026-04-17T21:25:49.326915+00:00,sada,991,,SCRAPING
92,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/760,,QDA_PROJECT,Domestic Electrical Load Metering 1994-2014,,,https://doi.org/10.25828/p3k7-r965,1994,2026-04-17T21:26:03.483911+00:00,sada,760,,SCRAPING
93,,1,https://www.datafirst.uct.ac.za,https://www.datafirst.uct.ac.za/dataportal/index.php/catalog/755,,QDA_PROJECT,Domestic Electrical Load Survey 1994-2014,,,https://doi.org/10.25828/kzer-gd88,1994,2026-04-17T21:26:11.346358+00:00,sada,755,,SCRAPING
94,,2,https://dataverse.no,https://dataverse.no/file.xhtml?persistentId=doi:10.18710/BEYEQR/HJIOOA&version=1.1,,QDA_PROJECT,0_ReadMe.txt,"This dataset contains transcripted interviews conducted to investigate the students' experiences and reflections related to the learning strategy intervention that was implemented in the course and related to the digitalization of the course in the wake of the Covid-19 pandemic. The participants were 12 students in an introductory mechanics course with approx. 150 students enrolled. The semi-structured interviews were based on an interview guide, which is attached to the dataset, and were conducted by Stein Dankert Kolstø. The interviews were transcribed intelligent verbatim by a company delivering specialized transcription services, Totaltekst AS.",,https://doi.org/10.18710/BEYEQR,2022,2026-04-17T21:26:21.625531+00:00,dataverse,doi_10.18710_BEYEQR_HJIOOA,,SCRAPING
95,,2,https://dataverse.no,https://dataverse.no/file.xhtml?persistentId=doi:10.18710/BEYEQR/9BDDFP&version=1.1,,QDA_PROJECT,Intrvwguide_2020_phys_EN.txt,"This dataset contains transcripted interviews conducted to investigate the students' experiences and reflections related to the learning strategy intervention that was implemented in the course and related to the digitalization of the course in the wake of the Covid-19 pandemic. The participants were 12 students in an introductory mechanics course with approx. 150 students enrolled. The semi-structured interviews were based on an interview guide, which is attached to the dataset, and were conducted by Stein Dankert Kolstø. The interviews were transcribed intelligent verbatim by a company delivering specialized transcription services, Totaltekst AS.",,https://doi.org/10.18710/BEYEQR,2022,2026-04-17T21:26:23.703287+00:00,dataverse,doi_10.18710_BEYEQR_9BDDFP,,SCRAPING
